Title,Category,Link,Date,Author,Description,Polarity
What Bitcoin’s new record means for Wall Street ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/what-bitcoins-new-record-means-for-wall-street/,1 Dec 2020 / ,"Lionel Laurent, Bloomberg","Last month, the cryptocurrency hit $18,000 for the first time since 2018 ",Positive
Momentum and mysteries: investors reflect on Bitcoin’s record run ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/momentum-and-mysteries-investors-reflect-on-bitcoins-record-run/,1 Dec 2020 / ,"Vildana Hajric and Claire Ballentine, Bloomberg","Bitcoin rose as much as 8.7% to $19,857, nearly 2% higher than its 2017 peak. ",Positive
Bitcoin is the new store of value and ‘very undervalued’ ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-is-the-new-store-of-value-and-very-undervalued/,1 Dec 2020 / ,Ciaran Ryan,And that’s reflected in its astonishing 150% price surge in 2020. ,Positive
"Bitcoin rallies toward $19,000 ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-rallies-toward-19000/,30 Nov 2020 / ,"Todd White, Bloomberg",After biggest rout since pandemic. ,Neutral
Bitcoin is winning the Covid-19 monetary revolution ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-is-winning-the-covid-19-monetary-revolution/,30 Nov 2020 / ,"Niall Ferguson, Bloomberg",This year’s Bitcoin rally has caught many smart people by surprise. ,Positive
Bitcoin’s rocky comeback from fringes to mainstream ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoins-rocky-comeback-from-fringes-to-mainstream/,27 Nov 2020 / ,"Todd White and Eddie van der Walt, Bloomberg",In charts. ,Neutral
"Bitcoin pierces $19,000 for first time since 2017 ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-pierces-19000-for-first-time-since-2017/,24 Nov 2020 / ,"Todd White, Bloomberg",As the mania over digital currencies continues to grip Wall Street. ,Neutral
"Bitcoin hits seriously overbought territory, but the ride may not be over ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-hits-seriously-overbought-territory-but-the-ride-may-not-be-over/,24 Nov 2020 / ,Ciaran Ryan,The previous high of $20 000 is now in sight. ,Negative
Bitcoin ‘vulnerable to correction’ ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-vulnerable-to-correction-though-citibank-sees-318-000-price-in-2021/,20 Nov 2020 / ,Moneyweb,Though Citibank sees it at $318 000 in 2021. ,Neutral
Bitcoin tops $17 000 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-tops-17-000/,17 Nov 2020 / ,"Vildana Hajric, Bloomberg",For first time since December 2017. ,Positive
Bitcoin’s gunning for a record and no one’s talking about it ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoins-gunning-for-a-record-and-no-ones-talking-about-it/,17 Nov 2020 / ,Bloomberg News ,Coin crashed following its 2017 high but has recouped losses recently.  ,Positive
Is Breck Integrated Investment legit? ,Reader question,https://www.moneyweb.co.za/qa/advisor-questions/is-breck-integrated-investment-legit/,12 Nov 2020 / ,Trent Hodges,It claims the return on your investment can be up to 65% in 30 days. ,Neutral
Bitcoin extends rally ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-extends-rally/,5 Nov 2020 / ,"Joanna Ossinger, Bloomberg",With chart watchers eyeing $20 000. ,Neutral
Bitcoin shows increasing correlation to gold ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-shows-increasing-correlation-to-gold/,26 Oct 2020 / ,Ciaran Ryan,This is seen as proof of its long-claimed status as a safe haven asset. ,Positive
Bitcoin resurgence leaves institutional acceptance unanswered ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-resurgence-leaves-institutional-acceptance-unanswered/,24 Oct 2020 / ,"Vildana Hajric, Bloomberg",There’s little evidence that Bitcoin and the like are any closer to displacing fiat currencies. ,Negative
Luno launches a savings wallet ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/luno-launches-a-savings-wallet/,19 Oct 2020 / ,TechCentral,Offering allows customers with bitcoin to earn passive income on their balance. ,Neutral
SA crypto pioneer Luno finds a US buyer ,Bitcoin ,https://www.moneyweb.co.za/news/companies-and-deals/sa-crypto-pioneer-luno-finds-a-us-buyer/,14 Sep 2020 / ,Ciaran Ryan,"Born in Cape Town, Luno came to dominate the crypto market in Africa and has now been bought by Digital Currency Group. ",Neutral
Blockchain players beat gold and Bitcoin in the pandemic ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/blockchain-players-beat-gold-and-bitcoin-in-the-pandemic/,12 Sep 2020 / ,"Tim Culpan, Bloomberg",Highlighting the old adage that it’s smartest to be selling shovels in a gold rush. ,Positive
How bitcoin met the real world in Africa ,Bitcoin ,https://www.moneyweb.co.za/news/markets/how-bitcoin-met-the-real-world-in-africa/,8 Sep 2020 / ,"Alexis Akwagyiram and Tom Wilson, Reuters","Much of the activity in Nigeria, South Africa and Kenya. ",Positive
"Get-rich-quick scheme pulls a crowd, despite regulators calling time-out ",Bitcoin ,https://www.moneyweb.co.za/in-depth/investigations/get-rich-quick-scheme-pulls-a-crowd-despite-regulators-calling-time-out/,28 Aug 2020 / ,Ciaran Ryan,"Interest in Mirror Trading International seems undiminished, in spite of three strikes from three different regulators. ",Neutral
Naspers-backed Luno takes Bitcoin-trading exchange to Australia ,Bitcoin ,https://www.moneyweb.co.za/news/markets/naspers-backed-luno-takes-bitcoin-trading-exchange-to-australia/,27 Aug 2020 / ,"Loni Prinsloo, Bloomberg",While Australia’s trading reached a new record in February. ,Positive
"Bitcoin surges past $12,000 with advocates heralding new era ",Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-surges-past-12000-with-advocates-heralding-new-era/,18 Aug 2020 / ,"Vildana Hajric, Bloomberg",To its highest level in a more than a year amid a wider risk-on rally in equity markets. ,Positive
"Bitcoin once again giving bulls hope for $12,000 and beyond ",Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-once-again-giving-bulls-hope-for-12000-and-beyond/,12 Aug 2020 / ,"Joanna Ossinger, Bloomberg",Bitcoin’s recent run higher has brought out a lot of old predictions and some new ones about the future of crypto prices. ,Positive
Bitcoin volatility surges amid flirtation with $12 000 threshold ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-volatility-surges-amid-flirtation-with-12-000-threshold/,11 Aug 2020 / ,"Amena Saad, Bloomberg ",Price swings by the largest cryptocurrency have reached the highest level in about a year. ,Neutral
Bitcoin delirium makes a reappearance while risk assets surge ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-delirium-makes-a-reappearance-while-risk-assets-surge/,6 Aug 2020 / ,"Amena Saad, Bloomberg",Cryptocurrency rises amid risk rally. ,Neutral
"Older investors go for gold, younger ones bitcoin, JPMorgan says ",Bitcoin ,https://www.moneyweb.co.za/news-fast-news/older-investors-go-for-gold-younger-ones-bitcoin-jpmorgan-says/,5 Aug 2020 / ,"Joanna Ossinger, Bloomberg ",Is the cryptocurrency digital gold? ,Neutral
Bitcoin surpasses $12 000 then tumbles in wild weekend action ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-surpasses-12-000-then-tumbles-in-wild-weekend-action/,3 Aug 2020 / ,"Joanna Ossinger, Bloomberg ",Cryptocurrency tumbles after reaching the highest level in almost a year. ,Neutral
Bitcoin jumps above $10 000 for the first time in six weeks ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-jumps-above-10-000-for-the-first-time-in-six-weeks/,27 Jul 2020 / ,Joanna Ossinger,Cryptocurrency continues to enjoy above average inflows. ,Positive
Biggest South Africa bitcoin exchange raises funds for expansion ,Bitcoin ,https://www.moneyweb.co.za/news/companies-and-deals/biggest-south-africa-bitcoin-exchange-raises-funds-for-expansion/,21 Jul 2020 / ,"Prinesha Naidoo, Bloomberg ",Proceeds from the capital raise will be used to explore new products for the local market. ,Positive
"Twitter hack hits Obama, Biden, Musk in bitcoin scam ",Bitcoin ,https://www.moneyweb.co.za/news-fast-news/twitter-hack-hits-obama-biden-musk-in-bitcoin-scam/,16 Jul 2020 / ,"Sarah Frier and Kartikay Mehrotra, Bloomberg","“Tough day for us at Twitter,” Dorsey wrote. ",Negative
"Bitcoin drops below $9,000 level for the first time since May ",Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-drops-below-9000-level-for-the-first-time-since-may/,15 Jun 2020 / ,"Eric Lam, Bloomberg","'I think it’s definitely part of the broader sell-off that we also saw in equities last week,' said Vijay Ayyar ",Neutral
Bitcoin has rough weekend as price slumps back below $10 000 ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-has-rough-weekend-as-price-slumps-back-below-10-000/,11 May 2020 / ,"Joanna Ossinger, Bloomberg",Largest cryptocurrency retreats. ,Neutral
"Bitcoin tops $10 000 first time since February, before halving ",Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-tops-10-000-first-time-since-february-before-halving/,8 May 2020 / ,"Joanna Ossinger and Eric Lam, Bloomberg",The cryptocurrency has more than doubled in price since mid-March. ,Positive
Bitcoin is staging a comeback reminiscent of 2017 bubble frenzy ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-is-staging-a-comeback-reminiscent-of-2017-bubble-frenzy/,6 May 2020 / ,"Vildana Hajric and Olga Kharif, Bloomberg ",Supply of world's largest cryptocurrency will be pinched off in 2020. ,Neutral
Bitcoin jumps to highest level since March’s coronavirus crash ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-jumps-to-highest-level-since-marchs-coronavirus-crash/,24 Apr 2020 / ,"Vildana Hajric, Bloomberg ",Technicals show Bitcoin needs to break above $8 000 to start higher run. ,Positive
Bitcoin breaks above $7 000 again amid wider risk-on rally ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-breaks-above-7-000-again-amid-wider-risk-on-rally/,7 Apr 2020 / ,"Vildana Hajric, Bloomberg ",Largest crypto has seen an 11% rally so far in April. ,Positive
"Bitcoin may need months to recover, Fundstrat Chartist says ",Bitcoin  ,https://www.moneyweb.co.za/news-fast-news/bitcoin-may-need-months-to-recover-fundstrat-chartist-says/,20 Mar 2020 / ,"Joanna Ossinger and Eric Lam, Bloomberg",'The crypto breakdown over the past week mirrored the ‘get me out of everything’ panic that dominated all asset classes.' ,Negative
Bitcoin miners facing double whammy of reward cuts after plunge ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-miners-facing-double-whammy-of-reward-cuts-after-plunge/,13 Mar 2020 / ,"Olga Kharif, Bloomberg",'Bitcoin’s price has to be around $7 400 for an average miner to be profitable.' ,Negative
Bitcoin drops 50% in epic two-day tumble ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-drops-50-in-epic-two-day-tumble/,13 Mar 2020 / ,"Eric Lam, Bloomberg",Crypto plunges below $5 000 level as it joins global sell-off. ,Neutral
Cryptocurrencies implode; Bitcoin tumbles to lowest since May ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/cryptocurrencies-implode-bitcoin-tumbles-to-lowest-since-may/,12 Mar 2020 / ,"Eric Lam, Bloomberg","The largest digital currency at one point tumbled to $5,705.31. ",Neutral
Bitcoin approaches key $7 500 level amid worsening plunge ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-approaches-key-7-500-level-amid-worsening-plunge/,12 Mar 2020 / ,"Vildana Hajric, Bloomberg",Bitcoin is nearing its uptrend support level. ,Neutral
Cryptos no refuge in market carnage as bitcoin breaks $8 000 ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/cryptos-no-refuge-in-market-carnage-as-bitcoin-breaks-8-000/,10 Mar 2020 / ,"Eric Lam and Vildana Hajric, Bloomberg",Bitcoin leads slump in cryptocurrencies as oil collapse roils traditional markets. ,Neutral
Is it a currency? A commodity? Bitcoin has an identity crisis ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/is-it-a-currency-a-commodity-bitcoin-has-an-identity-crisis/,3 Mar 2020 / ,"Tom Wilson, Reuters",Regulators grapple with how to classify cryptocurrencies. ,Neutral
Bitcoin breaches $10 000 to hit highest level since October ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-breaches-10-000-to-hit-highest-level-since-october/,9 Feb 2020 / ,"Eric Lam, Bloomberg",Cryptocurrencies continue their upward trend. ,Neutral
Bitcoin spikes to October highs as China stocks plunge on reopen ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-spikes-to-october-highs-as-china-stocks-plunge-on-reopen/,3 Feb 2020 / ,"Brandon Kochkodin, Bloomberg",Cryptocurrency rises to $9 608 in early trade. ,Positive
Bitcoin bolsters claim as a haven with rally topping gold’s ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-bolsters-claim-as-a-haven-with-rally-topping-golds/,28 Jan 2020 / ,"Eric Lam, Bloomberg ",Although one day of trading does not a safe haven make. ,Negative
Bitcoin rises to November high on renewed crypto enthusiasm ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-rises-to-november-high-on-renewed-crypto-enthusiasm/,14 Jan 2020 / ,Ciaran Ryan,World's largest cryptocurrency up as much as 5%. ,Positive
"And we’re off: the breakout of precious metals, oil and bitcoin ",Bitcoin ,https://www.moneyweb.co.za/news/markets/and-were-off-the-breakout-of-precious-metals-oil-and-bitcoin/,9 Jan 2020 / ,"Olga Kharif, Bloomberg ",The smell of war in the Middle East being the latest trigger. ,Positive
Bitcoin climbs higher after surging through $8 000 level ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-climbs-higher-after-surging-through-8-000-level/,8 Jan 2020 / ,"Vildana Hajric, Bloomberg",Cryptocurrency is well supported by the crisis in the Middle East. ,Neutral
Bitcoin bounces back after dropping to lowest level since May ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-bounces-back-after-dropping-to-lowest-level-since-may/,19 Dec 2019 / ,Nompu Siziba,World's largest cryptocurrency is again above the $7 000 mark. ,Neutral
Looking back at Bitcoin’s performance in 2019 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-radio/looking-back-at-bitcoins-performance-in-2019/,17 Dec 2019 / ,"Vildana Hajric, Bloomberg",Sean Sanders – co-founder of Revix ,Neutral
"Bitcoin extends tumble, falls below $7 000 to lowest since May ",Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-extends-tumble-falls-below-7-000-to-lowest-since-may/,17 Dec 2019 / ,"Vildana Hajric, Bloomberg ",Cryptocurrencies have been under pressure in recent months as China take steps to crack down on the space. ,Negative
Bitcoin going berserk in November makes holidays awkward ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-going-berserk-in-november-makes-holidays-awkward/,28 Nov 2019 / ,"Joanna Ossinger and Eric Lam, Bloomberg ",Since 2011 the cryptocurrency's biggest monthly change up or down has occurred in the month before Christmas. ,Negative
Bitcoin matches record losing run in fall to six-month low ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-matches-record-losing-run-in-fall-to-six-month-low/,25 Nov 2019 / ,"Tom Wilson, Reuters ", Crackdown on cryptocurrency operations by China weighs on the currency. ,Neutral
Bitcoin’s slide accelerates ,Bitcoin ,https://www.moneyweb.co.za/news/markets/bitcoins-slide-accelerates/,22 Nov 2019 / ,"Vildana Hajric and Olga Kharif, Bloomberg",After key technical level breached. ,Neutral
Bitcoin close to sounding sell alarm as recent rally cools ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-close-to-sounding-sell-alarm-as-recent-rally-cools/,14 Nov 2019 / ,"Vildana Hajric, Bloomberg",A drop below 200-day moving average could trigger sell signal. ,Negative
"Lone bitcoin whale likely fuelled 2017 price surge, study says ",Bitcoin ,https://www.moneyweb.co.za/news-fast-news/lone-bitcoin-whale-likely-fuelled-2017-price-surge-study-says/,4 Nov 2019 / ,"Matthew Leising and Matt Robinson, Bloomberg",Academics claim Tether used to prop up price following dips. ,Neutral
Bitcoin flirts with $10 000 after China endorses blockchain ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-flirts-with-10-000-after-china-endorses-blockchain/,28 Oct 2019 / ,"Eric Lam, Bloomberg ",Largest digital currency surges to 5-week high. ,Positive
Bitcoin surges 15% ,Bitcoin ,https://www.moneyweb.co.za/news/markets/bitcoin-surges-15/,26 Oct 2019 / ,"Olga Kharif, Bloomberg",In bounce back from lowest in five months. ,Neutral
Johannesburg online crippled as hacker demands bitcoin ransom ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/johannesburg-online-crippled-as-hacker-demands-bitcoin-ransom/,25 Oct 2019 / ,"Jacqueline Mackenzie, Bloomberg ",The City of Johannesburg has shut down its website as a precautionary measure. ,Negative
Bitcoin slumps to June lows ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-slumps-to-june-lows/,23 Oct 2019 / ,"Claire Ballentine, Bloomberg ",Ahead of hearings into Facebook’s libra. ,Neutral
"US, South Korea bust giant child porn site by following a bitcoin trail ",Bitcoin ,https://www.moneyweb.co.za/news/tech/us-south-korea-bust-giant-child-porn-site-by-following-a-bitcoin-trail/,16 Oct 2019 / ,"David Voreacos, Bloomberg ",Users could access the VIP account on the site in exchange for bitcoin. ,Neutral
Bitcoin blows through $8 000 as traders look for next support ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-blows-through-8-000-as-traders-look-for-next-support/,7 Oct 2019 / ,"Todd White, Bloomberg ",Bitcoin is heading toward its lowest close since June. ,Neutral
"Tether, not bitcoin, likely the world’s most used cryptocurrency ",Bitcoin ,https://www.moneyweb.co.za/news-fast-news/tether-not-bitcoin-likely-the-worlds-most-used-cryptocurrency/,1 Oct 2019 / ,"Olga Kharif, Bloomberg",Tether's market cap balloons. ,Neutral
Bitcoin bulls take to Twitter for reassurance after crypto crash ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-bulls-take-to-twitter-for-reassurance-after-crypto-crash/,27 Sep 2019 / ,"Vildana Hajric and Molly Smith, Bloomberg",The swiftness of the declines took many by surprise. ,Positive
Bitcoin steadies after tumbling to nearly $8 000 in US session ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-steadies-after-tumbling-to-nearly-8-000-in-us-session/,25 Sep 2019 / ,"Olga Kharif, Bloomberg ",Cryptocurrency closes below its 100-day trading average. ,Negative
Bitcoin reaches 18-month high as Facebook’s libra spurs interest ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-reaches-18-month-high-as-facebooks-libra-spurs-interest/,26 Jun 2019 / ,"Olga Cotaga, Reuters",Investors are flocking back into digital currencies after a bruising 2018. ,Neutral
Bitcoin climbs to one-year high on Facebook crypto pact report ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-climbs-to-one-year-high-on-facebook-crypto-pact-report/,17 Jun 2019 / ,"Adam Haigh and Eric Lam, Bloomberg",Bloomberg index of digital currencies has doubled in value this year. ,Neutral
"Bitcoin drops 3% in 10 minutes, ethereum plunges 12% ",Bitcoin ,https://www.moneyweb.co.za/news/tech/bitcoin-drops-3-in-10-minutes-ethereum-plunges-12/,5 Sep 2018 / ,"Todd White and Lily Katz, Bloomberg",After Goldman Sachs announced that it is no longer prioritising a cryptocurrency trading desk. ,Neutral
